"ibge_mun1","ibge_mun2","sigla_mun1","sigla_mun2","uf_mun1","uf_mun2","municipio_1","municipio_2"
2700102,2702405,"27","27",AL,AL,Água Branca,Delmiro Gouveia
2700102,2705804,"27","27",AL,AL,Água Branca,Olho d'Água do Casado
2700102,2705002,"27","27",AL,AL,Água Branca,Mata Grande
2700102,2614808,"27","26",AL,PE,Água Branca,Tacaratu
2700102,2703304,"27","27",AL,AL,Água Branca,Inhapi
2700102,2706422,"27","27",AL,AL,Água Branca,Pariconha
3526704,3512704,"35","35",SP,SP,Leme,Corumbataí
3526704,3539301,"35","35",SP,SP,Leme,Pirassununga
3526704,3500303,"35","35",SP,SP,Leme,Aguaí
3526704,3530706,"35","35",SP,SP,Leme,Mogi Guaçu
3526704,3543907,"35","35",SP,SP,Leme,Rio Claro
3526704,3503307,"35","35",SP,SP,Leme,Araras
3526704,3546207,"35","35",SP,SP,Leme,Santa Cruz da Conceição
5002803,5006903,"50","50",MS,MS,Caracol,Porto Murtinho
5002803,5005004,"50","50",MS,MS,Caracol,Jardim
5002803,5002100,"50","50",MS,MS,Caracol,Bela Vista
2302305,2307809,"23","23",CE,CE,Bela Cruz,Marco
2302305,2302602,"23","23",CE,CE,Bela Cruz,Camocim
2302305,2304251,"23","23",CE,CE,Bela Cruz,Cruz
2302305,2300200,"23","23",CE,CE,Bela Cruz,Acaraú
2302305,2304707,"23","23",CE,CE,Bela Cruz,Granja
2302305,2307254,"23","23",CE,CE,Bela Cruz,Jijoca de Jericoacoara
3124302,3160454,"31","31",MG,MG,Espinosa,Santo Antônio do Retiro
3124302,2917409,"31","29",MG,BA,Espinosa,Jacaraci
3124302,3127339,"31","31",MG,MG,Espinosa,Gameleiras
3124302,2930006,"31","29",MG,BA,Espinosa,Sebastião Laranjeiras
3124302,3142908,"31","31",MG,MG,Espinosa,Monte Azul
3124302,3143450,"31","31",MG,MG,Espinosa,Montezuma
3124302,2932606,"31","29",MG,BA,Espinosa,Urandi
3124302,3139250,"31","31",MG,MG,Espinosa,Mamonas
3147006,3170404,"31","31",MG,MG,Paracatu,Unaí
3147006,5206206,"31","52",MG,GO,Paracatu,Cristalina
3147006,3137536,"31","31",MG,MG,Paracatu,Lagoa Grande
3147006,5205109,"31","52",MG,GO,Paracatu,Catalão
3147006,3171006,"31","31",MG,MG,Paracatu,Vazante
3147006,3136306,"31","31",MG,MG,Paracatu,João Pinheiro
3147006,5210109,"31","52",MG,GO,Paracatu,Ipameri
3147006,3128600,"31","31",MG,MG,Paracatu,Guarda-Mor
3147006,5204805,"31","52",MG,GO,Paracatu,Campo Alegre de Goiás
4314555,4316303,"43","43",RS,RS,Pirapó,Roque Gonzales
4314555,4319208,"43","43",RS,RS,Pirapó,São Nicolau
4314555,4306353,"43","43",RS,RS,Pirapó,Dezesseis de Novembro
2111706,2108256,"21","21",MA,MA,São Vicente Ferrer,Pedro do Rosário
2111706,2111003,"21","21",MA,MA,São Vicente Ferrer,São João Batista
2111706,2102408,"21","21",MA,MA,São Vicente Ferrer,Cajapió
2111706,2112803,"21","21",MA,MA,São Vicente Ferrer,Viana
2111706,2110500,"21","21",MA,MA,São Vicente Ferrer,São Bento
2111706,2107456,"21","21",MA,MA,São Vicente Ferrer,Olinda Nova do Maranhão
1600550,1600238,"16","16",AP,AP,Pracuúba,Ferreira Gomes
1600550,1600204,"16","16",AP,AP,Pracuúba,Calçoene
1600550,1600105,"16","16",AP,AP,Pracuúba,Amapá
1600550,1600709,"16","16",AP,AP,Pracuúba,Tartarugalzinho
2909000,2908705,"29","29",BA,BA,Cordeiros,Condeúba
2909000,2924702,"29","29",BA,BA,Cordeiros,Piripá
2909000,3162708,"29","31",BA,MG,Cordeiros,São João do Paraíso
1721208,2102556,"17","21",TO,MA,Tocantinópolis,Campestre do Maranhão
1721208,2109007,"17","21",TO,MA,Tocantinópolis,Porto Franco
1721208,2109551,"17","21",TO,MA,Tocantinópolis,Ribamar Fiquene
1721208,1714302,"17","17",TO,TO,Tocantinópolis,Nazaré
1721208,1712454,"17","17",TO,TO,Tocantinópolis,Luzinópolis
1721208,1712801,"17","17",TO,TO,Tocantinópolis,Maurilândia do Tocantins
1721208,1700301,"17","17",TO,TO,Tocantinópolis,Aguiarnópolis
4322202,4311205,"43","43",RS,RS,Tupanciretã,Júlio de Castilhos
4322202,4317400,"43","43",RS,RS,Tupanciretã,Santiago
4322202,4304655,"43","43",RS,RS,Tupanciretã,Capão do Cipó
4322202,4302238,"43","43",RS,RS,Tupanciretã,Boa Vista do Incra
4322202,4311155,"43","43",RS,RS,Tupanciretã,Jóia
4322202,4302220,"43","43",RS,RS,Tupanciretã,Boa Vista do Cadeado
4322202,4311130,"43","43",RS,RS,Tupanciretã,Jari
4322202,4319158,"43","43",RS,RS,Tupanciretã,São Miguel das Missões
4322202,4315321,"43","43",RS,RS,Tupanciretã,Quevedos
4322202,4306106,"43","43",RS,RS,Tupanciretã,Cruz Alta
3515806,3548302,"35","35",SP,SP,Flora Rica,Santo Expedito
3515806,3516002,"35","35",SP,SP,Flora Rica,Flórida Paulista
3515806,3521606,"35","35",SP,SP,Flora Rica,Irapuru
3515806,3534906,"35","35",SP,SP,Flora Rica,Pacaembu
3515806,3526001,"35","35",SP,SP,Flora Rica,Junqueirópolis
3515806,3515129,"35","35",SP,SP,Flora Rica,Emilianópolis
3515806,3541406,"35","35",SP,SP,Flora Rica,Presidente Prudente
4205308,4219606,"42","42",SC,SC,Faxinal dos Guedes,Xavantina
4205308,4219101,"42","42",SC,SC,Faxinal dos Guedes,Vargeão
4205308,4200101,"42","42",SC,SC,Faxinal dos Guedes,Abelardo Luz
4205308,4219507,"42","42",SC,SC,Faxinal dos Guedes,Xanxerê
4205308,4207700,"42","42",SC,SC,Faxinal dos Guedes,Ipumirim
4205308,4211850,"42","42",SC,SC,Faxinal dos Guedes,Ouro Verde
4205308,4202537,"42","42",SC,SC,Faxinal dos Guedes,Bom Jesus
1710508,1718501,"17","17",TO,TO,Itacajá,Recursolândia
1710508,1709005,"17","17",TO,TO,Itacajá,Goiatins
1710508,1710904,"17","17",TO,TO,Itacajá,Itapiratins
1710508,1718881,"17","17",TO,TO,Itacajá,Santa Maria do Tocantins
1710508,1704105,"17","17",TO,TO,Itacajá,Centenário
3507159,3502705,"35","35",SP,SP,Bom Sucesso de Itararé,Apiaí
3507159,3532827,"35","35",SP,SP,Bom Sucesso de Itararé,Nova Campina
3507159,3505351,"35","35",SP,SP,Bom Sucesso de Itararé,Barra do Chapéu
3507159,4126306,"35","41",SP,PR,Bom Sucesso de Itararé,Sengés
3507159,3523206,"35","35",SP,SP,Bom Sucesso de Itararé,Itararé
4309571,4314068,"43","43",RS,RS,Herveiras,Passa Sete
4309571,4322533,"43","43",RS,RS,Herveiras,Vale do Sol
4309571,4320677,"43","43",RS,RS,Herveiras,Sinimbu
1303007,1503002,"13","15",AM,PA,Nhamundá,Faro
1303007,1505304,"13","15",AM,PA,Nhamundá,Oriximiná
1303007,1304302,"13","13",AM,AM,Nhamundá,Urucará
1303007,1400233,"13","14",AM,RR,Nhamundá,Caroebe
1303007,1303403,"13","13",AM,AM,Nhamundá,Parintins
1303007,1507979,"13","15",AM,PA,Nhamundá,Terra Santa
1303007,1503903,"13","15",AM,PA,Nhamundá,Juruti
1718758,1715101,"17","17",TO,TO,Rio Sono,Novo Acordo
1718758,1721109,"17","17",TO,TO,Rio Sono,Tocantínia
1718758,1716505,"17","17",TO,TO,Rio Sono,Pedro Afonso
1718758,1704105,"17","17",TO,TO,Rio Sono,Centenário
1718758,1701101,"17","17",TO,TO,Rio Sono,Aparecida do Rio Negro
1718758,1712405,"17","17",TO,TO,Rio Sono,Lizarda
4202081,4202156,"42","42",SC,SC,Bandeirante,Belmonte
4202081,4217204,"42","42",SC,SC,Bandeirante,São Miguel do Oeste
4202081,4204905,"42","42",SC,SC,Bandeirante,Descanso
4202081,4212239,"42","42",SC,SC,Bandeirante,Paraíso
4206504,4209102,"42","42",SC,SC,Guaramirim,Joinville
4206504,4208906,"42","42",SC,SC,Guaramirim,Jaraguá do Sul
4206504,4217402,"42","42",SC,SC,Guaramirim,Schroeder
4206504,4216354,"42","42",SC,SC,Guaramirim,São João do Itaperiú
4206504,4210605,"42","42",SC,SC,Guaramirim,Massaranduba
4206504,4201307,"42","42",SC,SC,Guaramirim,Araquari
5200803,5209903,"52","52",GO,GO,Alvorada do Norte,Iaciara
5200803,5218300,"52","52",GO,GO,Alvorada do Norte,Posse
5200803,5203962,"52","52",GO,GO,Alvorada do Norte,Buritinópolis
5200803,3126208,"52","31",GO,MG,Alvorada do Norte,Formoso
5200803,5220686,"52","52",GO,GO,Alvorada do Norte,Simolândia
5200803,5207907,"52","52",GO,GO,Alvorada do Norte,Flores de Goiás
5200803,5220702,"52","52",GO,GO,Alvorada do Norte,Sítio d'Abadia
3123700,3167707,"31","31",MG,MG,Engenheiro Caldas,Sobrália
3123700,3133204,"31","31",MG,MG,Engenheiro Caldas,Itanhomi
3123700,3169505,"31","31",MG,MG,Engenheiro Caldas,Tumiritinga
3123700,3168408,"31","31",MG,MG,Engenheiro Caldas,Tarumirim
3123700,3101805,"31","31",MG,MG,Engenheiro Caldas,Alpercata
3123700,3112653,"31","31",MG,MG,Engenheiro Caldas,Capitão Andrade
3123700,3125804,"31","31",MG,MG,Engenheiro Caldas,Fernandes Tourinho
5006903,5002803,"50","50",MS,MS,Porto Murtinho,Caracol
5006903,5005004,"50","50",MS,MS,Porto Murtinho,Jardim
5006903,5003207,"50","50",MS,MS,Porto Murtinho,Corumbá
5006903,5002209,"50","50",MS,MS,Porto Murtinho,Bonito
5006903,5002159,"50","50",MS,MS,Porto Murtinho,Bodoquena
1302306,1302207,"13","13",AM,AM,Jutaí,Juruá
1302306,1304237,"13","13",AM,AM,Jutaí,Tonantins
1302306,1303908,"13","13",AM,AM,Jutaí,São Paulo de Olivença
1302306,1301951,"13","13",AM,AM,Jutaí,Itamarati
1302306,1303700,"13","13",AM,AM,Jutaí,Santo Antônio do Içá
1302306,1300060,"13","13",AM,AM,Jutaí,Amaturá
1302306,1300607,"13","13",AM,AM,Jutaí,Benjamin Constant
1302306,1301001,"13","13",AM,AM,Jutaí,Carauari
1302306,1301407,"13","13",AM,AM,Jutaí,Eirunepé
1302306,1301605,"13","13",AM,AM,Jutaí,Fonte Boa
2912608,2922854,"29","29",BA,BA,Ibiquera,Nova Redenção
2912608,2901304,"29","29",BA,BA,Ibiquera,Andaraí
2912608,2903805,"29","29",BA,BA,Ibiquera,Boa Vista do Tupim
2912608,2919009,"29","29",BA,BA,Ibiquera,Lajedinho
1101500,1100106,"11","11",RO,RO,Seringueiras,Guajará-Mirim
1101500,1101492,"11","11",RO,RO,Seringueiras,São Francisco do Guaporé
1101500,1100320,"11","11",RO,RO,Seringueiras,São Miguel do Guaporé
1101500,1100080,"11","11",RO,RO,Seringueiras,Costa Marques
3167509,3300951,"31","33",MG,RJ,Simão Pereira,Comendador Levy Gasparian
3167509,3158607,"31","31",MG,MG,Simão Pereira,Santana do Deserto
3167509,3106101,"31","31",MG,MG,Simão Pereira,Belmiro Braga
3167509,3140803,"31","31",MG,MG,Simão Pereira,Matias Barbosa
4318200,4312377,"43","43",RS,RS,São Francisco de Paula,Monte Alegre dos Campos
4318200,4305108,"43","43",RS,RS,São Francisco de Paula,Caxias do Sul
4318200,4213807,"43","42",RS,SC,São Francisco de Paula,Praia Grande
4318200,4311122,"43","43",RS,RS,São Francisco de Paula,Jaquirana
4318200,4321709,"43","43",RS,RS,São Francisco de Paula,Três Coroas
4318200,4310652,"43","43",RS,RS,São Francisco de Paula,Itati
4318200,4315750,"43","43",RS,RS,São Francisco de Paula,Riozinho
4318200,4316006,"43","43",RS,RS,São Francisco de Paula,Rolante
4318200,4304408,"43","43",RS,RS,São Francisco de Paula,Canela
4318200,4321832,"43","43",RS,RS,São Francisco de Paula,Três Forquilhas
4318200,4303608,"43","43",RS,RS,São Francisco de Paula,Cambará do Sul
4318200,4302303,"43","43",RS,RS,São Francisco de Paula,Bom Jesus
4318200,4321204,"43","43",RS,RS,São Francisco de Paula,Taquara
4318200,4311775,"43","43",RS,RS,São Francisco de Paula,Maquiné
5212253,5006309,"52","50",GO,MS,Lagoa Santa,Paranaíba
5212253,5210802,"52","52",GO,GO,Lagoa Santa,Itajá
5107040,5106307,"51","51",MT,MT,Primavera do Leste,Paranatinga
5107040,5107008,"51","51",MT,MT,Primavera do Leste,Poxoréo
5107040,5106455,"51","51",MT,MT,Primavera do Leste,Planalto da Serra
5107040,5103601,"51","51",MT,MT,Primavera do Leste,Dom Aquino
5107040,5102678,"51","51",MT,MT,Primavera do Leste,Campo Verde
5107040,5106208,"51","51",MT,MT,Primavera do Leste,Nova Brasilândia
5107040,5107792,"51","51",MT,MT,Primavera do Leste,Santo Antônio do Leste
5107040,5106281,"51","51",MT,MT,Primavera do Leste,Novo São Joaquim
1100106,1101500,"11","11",RO,RO,Guajará-Mirim,Seringueiras
1100106,1100338,"11","11",RO,RO,Guajará-Mirim,Nova Mamoré
1100106,1100700,"11","11",RO,RO,Guajará-Mirim,Campo Novo de Rondônia
1100106,1101005,"11","11",RO,RO,Guajará-Mirim,Governador Jorge Teixeira
1100106,1100320,"11","11",RO,RO,Guajará-Mirim,São Miguel do Guaporé
1100106,1100080,"11","11",RO,RO,Guajará-Mirim,Costa Marques
5003504,5004502,"50","50",MS,MS,Douradina,Itaporã
5003504,5007208,"50","50",MS,MS,Douradina,Rio Brilhante
5003504,5003702,"50","50",MS,MS,Douradina,Dourados
5200829,5203575,"52","52",GO,GO,Amaralina,Bonópolis
5200829,5212808,"52","52",GO,GO,Amaralina,Mara Rosa
5200829,5218003,"52","52",GO,GO,Amaralina,Porangatu
5200829,5221577,"52","52",GO,GO,Amaralina,Uirapuru
5200829,5214101,"52","52",GO,GO,Amaralina,Mutunópolis
5200829,5214051,"52","52",GO,GO,Amaralina,Mundo Novo
3535200,3502606,"35","35",SP,SP,Palmeira d'Oeste,Aparecida d'Oeste
3535200,3552304,"35","35",SP,SP,Palmeira d'Oeste,Sud Mennucci
3535200,3504206,"35","35",SP,SP,Palmeira d'Oeste,Auriflama
3535200,3518909,"35","35",SP,SP,Palmeira d'Oeste,Guzolândia
3535200,3529104,"35","35",SP,SP,Palmeira d'Oeste,Marinópolis
3535200,3549003,"35","35",SP,SP,Palmeira d'Oeste,São Francisco
3535200,3554904,"35","35",SP,SP,Palmeira d'Oeste,Três Fronteiras
3535200,3532843,"35","35",SP,SP,Palmeira d'Oeste,Nova Canaã Paulista
3535200,3547205,"35","35",SP,SP,Palmeira d'Oeste,Santana da Ponte Pensa
3535200,3547650,"35","35",SP,SP,Palmeira d'Oeste,Santa Salete
3535200,3513850,"35","35",SP,SP,Palmeira d'Oeste,Dirce Reis
2105906,2102077,"21","21",MA,MA,Lago Verde,Bom Lugar
2105906,2107407,"21","21",MA,MA,Lago Verde,Olho d'Água das Cunhãs
2105906,2111508,"21","21",MA,MA,Lago Verde,São Mateus do Maranhão
2105906,2103554,"21","21",MA,MA,Lago Verde,Conceição do Lago-Açu
2105906,2101202,"21","21",MA,MA,Lago Verde,Bacabal
2105906,2108702,"21","21",MA,MA,Lago Verde,Pio XII
5107941,5105101,"51","51",MT,MT,Tabaporã,Juara
5107941,5100250,"51","51",MT,MT,Tabaporã,Alta Floresta
5107941,5104526,"51","51",MT,MT,Tabaporã,Ipiranga do Norte
5107941,5104559,"51","51",MT,MT,Tabaporã,Itaúba
5107941,5106802,"51","51",MT,MT,Tabaporã,Porto dos Gaúchos
5107941,5106216,"51","51",MT,MT,Tabaporã,Nova Canaã do Norte
5107941,5107909,"51","51",MT,MT,Tabaporã,Sinop
5107941,5106273,"51","51",MT,MT,Tabaporã,Novo Horizonte do Norte
3553609,3549706,"35","35",SP,SP,Tapiratiba,São José do Rio Pardo
3553609,3508702,"35","35",SP,SP,Tapiratiba,Caconde
3553609,3530508,"35","35",SP,SP,Tapiratiba,Mococa
3553609,3128303,"35","31",SP,MG,Tapiratiba,Guaranésia
3553609,3128709,"35","31",SP,MG,Tapiratiba,Guaxupé
3553609,3144102,"35","31",SP,MG,Tapiratiba,Muzambinho
3108909,3117801,"31","31",MG,MG,Brasópolis,Conceição dos Ouros
3108909,3109709,"31","31",MG,MG,Brasópolis,Cachoeira de Minas
3108909,3151008,"31","31",MG,MG,Brasópolis,Piranguinho
3108909,3147303,"31","31",MG,MG,Brasópolis,Paraisópolis
3108909,3548609,"31","35",MG,SP,Brasópolis,São Bento do Sapucaí
3108909,3150901,"31","31",MG,MG,Brasópolis,Piranguçu
1300300,1300805,"13","13",AM,AM,Autazes,Borba
1300300,1301100,"13","13",AM,AM,Autazes,Careiro
1300300,1301159,"13","13",AM,AM,Autazes,Careiro da Várzea
1300300,1303106,"13","13",AM,AM,Autazes,Nova Olinda do Norte
1300300,1301902,"13","13",AM,AM,Autazes,Itacoatiara
3170503,3160108,"31","31",MG,MG,Urucânia,Santo Antônio do Grama
3170503,3135506,"31","31",MG,MG,Urucânia,Jequeri
3170503,3152105,"31","31",MG,MG,Urucânia,Ponte Nova
3170503,3157401,"31","31",MG,MG,Urucânia,Santa Cruz do Escalvado
3170503,3150208,"31","31",MG,MG,Urucânia,Piedade de Ponte Nova
3170503,3154903,"31","31",MG,MG,Urucânia,Rio Casca
3170503,3145851,"31","31",MG,MG,Urucânia,Oratórios
4108320,4127403,"41","41",PR,PR,Francisco Alves,Terra Roxa
4108320,4117909,"41","41",PR,PR,Francisco Alves,Palotina
4108320,4110607,"41","41",PR,PR,Francisco Alves,Iporã
3115508,3152600,"31","31",MG,MG,Caxambu,Pouso Alto
3115508,3167806,"31","31",MG,MG,Caxambu,Soledade de Minas
3115508,3117702,"31","31",MG,MG,Caxambu,Conceição do Rio Verde
3115508,3104908,"31","31",MG,MG,Caxambu,Baependi
1718501,1710508,"17","17",TO,TO,Recursolândia,Itacajá
1718501,1709005,"17","17",TO,TO,Recursolândia,Goiatins
1718501,2101400,"17","21",TO,MA,Recursolândia,Balsas
1718501,1704105,"17","17",TO,TO,Recursolândia,Centenário
1718501,1703842,"17","17",TO,TO,Recursolândia,Campos Lindos
1718501,1712405,"17","17",TO,TO,Recursolândia,Lizarda
4219150,4203600,"42","42",SC,SC,Vargem,Campos Novos
4219150,4216800,"42","42",SC,SC,Vargem,São José do Cerrito
4219150,4202875,"42","42",SC,SC,Vargem,Brunópolis
4219150,4200051,"42","42",SC,SC,Vargem,Abdon Batista
4100608,4116901,"41","41",PR,PR,Alto Paraná,Nova Esperança
4100608,4106704,"41","41",PR,PR,Alto Paraná,Cruzeiro do Sul
4100608,4118402,"41","41",PR,PR,Alto Paraná,Paranavaí
4100608,4126702,"41","41",PR,PR,Alto Paraná,Tamboara
4100608,4124905,"41","41",PR,PR,Alto Paraná,São João do Caiuá
3152204,3146552,"31","31",MG,MG,Porteirinha,Pai Pedro
3152204,3154507,"31","31",MG,MG,Porteirinha,Riacho dos Machados
3152204,3155603,"31","31",MG,MG,Porteirinha,Rio Pardo de Minas
3152204,3135100,"31","31",MG,MG,Porteirinha,Janaúba
3152204,3141009,"31","31",MG,MG,Porteirinha,Mato Verde
3152204,3145059,"31","31",MG,MG,Porteirinha,Nova Porteirinha
3152204,3135050,"31","31",MG,MG,Porteirinha,Jaíba
3152204,3166956,"31","31",MG,MG,Porteirinha,Serranópolis de Minas
1717909,1711951,"17","17",TO,TO,Ponte Alta do Tocantins,Lagoa do Tocantins
1717909,1712702,"17","17",TO,TO,Ponte Alta do Tocantins,Mateiros
1717909,1719004,"17","17",TO,TO,Ponte Alta do Tocantins,Santa Tereza do Tocantins
1717909,1715101,"17","17",TO,TO,Ponte Alta do Tocantins,Novo Acordo
1717909,1713601,"17","17",TO,TO,Ponte Alta do Tocantins,Monte do Carmo
1717909,1700400,"17","17",TO,TO,Ponte Alta do Tocantins,Almas
1717909,1717008,"17","17",TO,TO,Ponte Alta do Tocantins,Pindorama do Tocantins
1717909,1720655,"17","17",TO,TO,Ponte Alta do Tocantins,Silvanópolis
3545308,3551108,"35","35",SP,SP,Salto de Pirapora,Sarapuí
3545308,3557006,"35","35",SP,SP,Salto de Pirapora,Votorantim
3545308,3502903,"35","35",SP,SP,Salto de Pirapora,Araçoiaba da Serra
3545308,3537909,"35","35",SP,SP,Salto de Pirapora,Pilar do Sul
3545308,3552205,"35","35",SP,SP,Salto de Pirapora,Sorocaba
3545308,3537800,"35","35",SP,SP,Salto de Pirapora,Piedade
1505502,1503457,"15","15",PA,PA,Paragominas,Ipixuna do Pará
1505502,1508126,"15","15",PA,PA,Paragominas,Ulianópolis
1505502,1503093,"15","15",PA,PA,Paragominas,Goianésia do Pará
1505502,1502939,"15","15",PA,PA,Paragominas,Dom Eliseu
1505502,2103174,"15","21",PA,MA,Paragominas,Centro Novo do Maranhão
1505502,1504950,"15","15",PA,PA,Paragominas,Nova Esperança do Piriá
5106224,5107925,"51","51",MT,MT,Nova Mutum,Sorriso
5106224,5107768,"51","51",MT,MT,Nova Mutum,Santa Rita do Trivelato
5106224,5105259,"51","51",MT,MT,Nova Mutum,Lucas do Rio Verde
5106224,5107305,"51","51",MT,MT,Nova Mutum,São José do Rio Claro
5106224,5103502,"51","51",MT,MT,Nova Mutum,Diamantino
5106224,5105903,"51","51",MT,MT,Nova Mutum,Nobres
5106224,5108907,"51","51",MT,MT,Nova Mutum,Nova Maringá
5106224,5108006,"51","51",MT,MT,Nova Mutum,Tapurah
2401701,2413102,"24","24",RN,RN,Bom Jesus,Senador Elói de Souza
2401701,2407104,"24","24",RN,RN,Bom Jesus,Macaíba
2401701,2405306,"24","24",RN,RN,Bom Jesus,Januário Cicco
2401701,2412708,"24","24",RN,RN,Bom Jesus,São Pedro
2102606,2104305,"21","21",MA,MA,Cândido Mendes,Godofredo Viana
2102606,2106326,"21","21",MA,MA,Cândido Mendes,Maracaçumé
2102606,2112456,"21","21",MA,MA,Cândido Mendes,Turilândia
2102606,2104677,"21","21",MA,MA,Cândido Mendes,Governador Nunes Freire
2102606,2112407,"21","21",MA,MA,Cândido Mendes,Turiaçu
2102606,2100550,"21","21",MA,MA,Cândido Mendes,Amapá do Maranhão
3501806,3510708,"35","35",SP,SP,Américo de Campos,Cardoso
3501806,3540309,"35","35",SP,SP,Américo de Campos,Pontes Gestal
3501806,3535002,"35","35",SP,SP,Américo de Campos,Palestina
3501806,3512902,"35","35",SP,SP,Américo de Campos,Cosmorama
3501806,3501202,"35","35",SP,SP,Américo de Campos,Álvares Florence
5206305,5217401,"52","52",GO,GO,Cristianópolis,Pires do Rio
5206305,5217104,"52","52",GO,GO,Cristianópolis,Piracanjuba
5206305,5219209,"52","52",GO,GO,Cristianópolis,Santa Cruz de Goiás
5206305,5203302,"52","52",GO,GO,Cristianópolis,Bela Vista de Goiás
5206305,5220264,"52","52",GO,GO,Cristianópolis,São Miguel do Passa Quatro
5206305,5222005,"52","52",GO,GO,Cristianópolis,Vianópolis
1100338,1100106,"11","11",RO,RO,Nova Mamoré,Guajará-Mirim
1100338,1100700,"11","11",RO,RO,Nova Mamoré,Campo Novo de Rondônia
1100338,1100452,"11","11",RO,RO,Nova Mamoré,Buritis
1100338,1100205,"11","11",RO,RO,Nova Mamoré,Porto Velho
3303807,3555406,"33","35",RJ,SP,Paraty,Ubatuba
3303807,3513603,"33","35",RJ,SP,Paraty,Cunha
3303807,3300100,"33","33",RJ,RJ,Paraty,Angra dos Reis
4308904,4301552,"43","43",RS,RS,Getúlio Vargas,Áurea
4308904,4307005,"43","43",RS,RS,Getúlio Vargas,Erechim
4308904,4308250,"43","43",RS,RS,Getúlio Vargas,Floriano Peixoto
4308904,4320503,"43","43",RS,RS,Getúlio Vargas,Sertão
4308904,4305371,"43","43",RS,RS,Getúlio Vargas,Charrua
4308904,4306973,"43","43",RS,RS,Getúlio Vargas,Erebango
4308904,4307559,"43","43",RS,RS,Getúlio Vargas,Estação
5002951,5006275,"50","50",MS,MS,Chapadão do Sul,Paraíso das Águas
5002951,5213103,"50","52",MS,GO,Chapadão do Sul,Mineiros
5002951,5000203,"50","50",MS,MS,Chapadão do Sul,Água Clara
5002951,5002902,"50","50",MS,MS,Chapadão do Sul,Cassilândia
5002951,5201504,"50","52",MS,GO,Chapadão do Sul,Aporé
5002951,5205471,"50","52",MS,GO,Chapadão do Sul,Chapadão do Céu
5002951,5003256,"50","50",MS,MS,Chapadão do Sul,Costa Rica
5002951,5004403,"50","50",MS,MS,Chapadão do Sul,Inocência
5006408,5100300,"50","51",MS,MT,Pedro Gomes,Alto Araguaia
